external_gene_name	ensembl_gene_id
RPL17P49	ENSG00000231211
AL590399.3	ENSG00000231212
PLSCR5	ENSG00000231213
GS1-600G8.3	ENSG00000231216
PRAMEF32P	ENSG00000231219
LINC01593	ENSG00000231221
ARF4P4	ENSG00000231222
TRIM31-AS1	ENSG00000231226
AC006450.1	ENSG00000231227
ARPP19P1	ENSG00000231228
LINC01423	ENSG00000231231
AC023141.6	ENSG00000231232
CFAP58-DT	ENSG00000231233
SKP1P1	ENSG00000231234
CTNNBL1P1	ENSG00000231235
AP001605.1	ENSG00000231236
OR6K1P	ENSG00000231237
LINC00349	ENSG00000231238
KLF2P1	ENSG00000231240
RPS3AP3	ENSG00000231241
AC116038.1	ENSG00000231243
PSMC1P3	ENSG00000231244
C1DP1	ENSG00000231245
LINC02884	ENSG00000231246
FAM242D	ENSG00000231248
ITPR1-DT	ENSG00000231249
AL021921.1	ENSG00000231251
AC099792.1	ENSG00000231252
LINC01640	ENSG00000231253
PCED1CP	ENSG00000231254
AC005009.1	ENSG00000231255
CFAP97D1	ENSG00000231256
ZSWIM5P2	ENSG00000231258
ANAPC1P2	ENSG00000231259
HMGN2P10	ENSG00000231261
ARAFP1	ENSG00000231264
TRERNA1	ENSG00000231265
AC010745.3	ENSG00000231266
COBLP1	ENSG00000231270
AP000350.3	ENSG00000231271
AL122008.1	ENSG00000231272
SBK3	ENSG00000231274
E2F4P1	ENSG00000231276
OR9S24P	ENSG00000231278
SALL4P6	ENSG00000231280
APCDD1L-DT	ENSG00000231290
AC106799.1	ENSG00000231291
IGKV1OR2-108	ENSG00000231292
RPL36AP6	ENSG00000231293
AC004888.1	ENSG00000231295
AL050341.1	ENSG00000231296
AL627443.1	ENSG00000231297
MANCR	ENSG00000231298
SEPTIN14P24	ENSG00000231299
EZH2P1	ENSG00000231300
RPL13AP	ENSG00000231301
RPL36P2	ENSG00000231302
SGO1-AS1	ENSG00000231304
AC112484.1	ENSG00000231305
RPS3P2	ENSG00000231307
TBL1XR1-AS1	ENSG00000231310
PRYP2	ENSG00000231311
MAP4K3-DT	ENSG00000231312
CLIC1P1	ENSG00000231313
AL591419.1	ENSG00000231316
AC091812.1	ENSG00000231317
RPL13AP17	ENSG00000231322
AP000696.1	ENSG00000231324
LINC02662	ENSG00000231326
LINC01816	ENSG00000231327
TPT1P7	ENSG00000231328
AL031772.1	ENSG00000231329
AC103563.3	ENSG00000231331
OOEP-AS1	ENSG00000231332
RPL34P6	ENSG00000231333
EML6-AS1	ENSG00000231334
AC017006.1	ENSG00000231336
ACTG1P10	ENSG00000231340
VDAC1P6	ENSG00000231341
AL020997.1	ENSG00000231344
BEND3P1	ENSG00000231345
LINC01160	ENSG00000231346
AC119749.1	ENSG00000231349
WBP1P1	ENSG00000231351
AL355994.1	ENSG00000231353
AP000302.1	ENSG00000231355
MTFR1P1	ENSG00000231356
AC006028.1	ENSG00000231357
AL355516.1	ENSG00000231358
AC072052.1	ENSG00000231359
RPS29P23	ENSG00000231361
AC069271.1	ENSG00000231362
LINC01712	ENSG00000231364
WARS2-AS1	ENSG00000231365
RPS26P40	ENSG00000231366
LINC02613	ENSG00000231367
RPSAP40	ENSG00000231368
Z97353.1	ENSG00000231369
AKR1B1P8	ENSG00000231371
GNA14-AS1	ENSG00000231373
CDY17P	ENSG00000231375
HMGN2P16	ENSG00000231376
NDUFAF4P4	ENSG00000231378
RNF2P1	ENSG00000231381
NBPF21P	ENSG00000231382
FGF12-AS1	ENSG00000231383
AC007919.2	ENSG00000231384
MOB4P1	ENSG00000231386
FMN2P1	ENSG00000231388
HLA-DPA1	ENSG00000231389
SNX18P8	ENSG00000231390
AC244157.1	ENSG00000231392
AL357874.2	ENSG00000231393
AC099681.2	ENSG00000231394
ARL4AP4	ENSG00000231395
USP17L10	ENSG00000231396
AC004941.2	ENSG00000231397
AL359385.1	ENSG00000231398
SNRPEP8	ENSG00000231399
AC023481.1	ENSG00000231401
WASF5P	ENSG00000231402
AC099344.2	ENSG00000231403
RAC1P3	ENSG00000231404
AL008638.1	ENSG00000231405
GORAB-AS1	ENSG00000231407
AC018868.1	ENSG00000231409
DUX4L31	ENSG00000231411
AC005392.2	ENSG00000231412
AL356289.1	ENSG00000231413
RPL39P15	ENSG00000231414
AL358472.1	ENSG00000231416
IRX1P1	ENSG00000231417
AC005090.1	ENSG00000231418
LINC00689	ENSG00000231419
LINC01817	ENSG00000231420
AC011840.1	ENSG00000231421
LINC01516	ENSG00000231422
RAB9AP5	ENSG00000231423
BX284613.2	ENSG00000231424
FILNC1	ENSG00000231426
LINC01445	ENSG00000231427
LINC00396	ENSG00000231428
FAR2P4	ENSG00000231431
HSP90AA3P	ENSG00000231434
RBMY3AP	ENSG00000231436
LINC01750	ENSG00000231437
WASIR2	ENSG00000231439
AL358176.4	ENSG00000231440
DST-AS1	ENSG00000231441
LARP1BP1	ENSG00000231442
AC124944.1	ENSG00000231443
TIMM8AP1	ENSG00000231445
AC244102.1	ENSG00000231447
AC097359.1	ENSG00000231449
LINC01305	ENSG00000231453
AL935212.2	ENSG00000231454
RNASEH1P2	ENSG00000231458
AL365204.1	ENSG00000231460
HLA-DPA2	ENSG00000231461
AC024937.2	ENSG00000231464
AL022324.2	ENSG00000231466
AL022314.1	ENSG00000231467
PRDX3P2	ENSG00000231468
HMGB3P2	ENSG00000231470
HMGN2P34	ENSG00000231471
RB1-DT	ENSG00000231473
IGHV4-31	ENSG00000231475
AC074389.2	ENSG00000231476
AC004448.1	ENSG00000231477
FCF1P9	ENSG00000231478
SNRPGP13	ENSG00000231480
AC105450.1	ENSG00000231482
AC023141.7	ENSG00000231484
AP006285.1	ENSG00000231487
AL606490.4	ENSG00000231489
RPL7L1P2	ENSG00000231490
JKAMPP1	ENSG00000231491
AP003774.1	ENSG00000231492
RPL21P35	ENSG00000231494
AL121885.3	ENSG00000231495
AL136369.2	ENSG00000231496
RPS18	ENSG00000231500
MTND4LP1	ENSG00000231501
PTMAP4	ENSG00000231503
NMD3P2	ENSG00000231504
AC108868.1	ENSG00000231505
LINC01353	ENSG00000231507
RPL34P20	ENSG00000231508
AL162253.1	ENSG00000231509
LINC02782	ENSG00000231510
SEPTIN14P21	ENSG00000231512
E2F6P4	ENSG00000231513
CCNQP2	ENSG00000231514
AC006003.1	ENSG00000231515
CBX1P5	ENSG00000231516
AC007285.1	ENSG00000231519
AL162385.2	ENSG00000231521
SEPTIN14P1	ENSG00000231523
AC002486.2	ENSG00000231525
FAM27C	ENSG00000231527
FAM225A	ENSG00000231528
LINC02779	ENSG00000231529
AL157932.1	ENSG00000231530
HINT1P1	ENSG00000231531
LINC01249	ENSG00000231532
AL391840.1	ENSG00000231533
FBXO36-IT1	ENSG00000231534
LINC00278	ENSG00000231535
AC226101.1	ENSG00000231536
MTCO3P10	ENSG00000231537
DPP10-AS3	ENSG00000231538
AC010132.1	ENSG00000231539
ELOCP9	ENSG00000231540
RPS6P2	ENSG00000231541
TAB3-AS1	ENSG00000231542
RSL24D1P11	ENSG00000231544
RPL3P5	ENSG00000231546
AC096632.1	ENSG00000231547
OR55B1P	ENSG00000231548
ATP5MDP1	ENSG00000231549
PTCHD3P2	ENSG00000231550
PDE4DIPP6	ENSG00000231551
IGBP1P3	ENSG00000231552
RNMTL1P1	ENSG00000231553
RSL24D1P3	ENSG00000231556
AC020718.1	ENSG00000231557
Z95118.1	ENSG00000231559
CLEC12A-AS1	ENSG00000231560
CEACAMP5	ENSG00000231561
AL512593.1	ENSG00000231562
AL139288.1	ENSG00000231563
EIF4A1P11	ENSG00000231564
NEK2P2	ENSG00000231565
LINC02595	ENSG00000231566
MTND2P19	ENSG00000231567
S100A11P7	ENSG00000231568
AL355334.1	ENSG00000231569
PPIAP63	ENSG00000231570
LINC02015	ENSG00000231574
AL139118.1	ENSG00000231575
MTCO2P20	ENSG00000231576
RPL7P21	ENSG00000231579
MTND4LP21	ENSG00000231582
AC108938.1	ENSG00000231583
FAHD2CP	ENSG00000231584
AC034228.1	ENSG00000231585
RPS23P9	ENSG00000231586
SNORD62B	ENSG00000231587
SHQ1P1	ENSG00000231588
AC009110.1	ENSG00000231589
AC235565.1	ENSG00000231590
BX510359.4	ENSG00000231593
AC007557.2	ENSG00000231597
AC236972.1	ENSG00000231600
AL157709.1	ENSG00000231601
AL606490.5	ENSG00000231603
AL133232.1	ENSG00000231604
LINC01363	ENSG00000231605
AL357873.1	ENSG00000231606
DLEU2	ENSG00000231607
AC007098.1	ENSG00000231609
PIK3CDP1	ENSG00000231610
AC104462.1	ENSG00000231612
AC099568.1	ENSG00000231613
AL645568.1	ENSG00000231615
AL354733.2	ENSG00000231616
ANAPC15P1	ENSG00000231619
AP000855.1	ENSG00000231620
ANKRD44-AS1	ENSG00000231621
RPS29P7	ENSG00000231622
SLC47A1P2	ENSG00000231625
AC013402.2	ENSG00000231626
AL133406.2	ENSG00000231628
AL592464.1	ENSG00000231630
LINC00283	ENSG00000231633
ATP5F1BP1	ENSG00000231635
AGBL5-AS1	ENSG00000231636
USP17L29	ENSG00000231637
LUARIS	ENSG00000231638
YWHAQP8	ENSG00000231643
KRT17P6	ENSG00000231645
FSIP2-AS1	ENSG00000231646
LINC01698	ENSG00000231648
SPATA31B1P	ENSG00000231649
RFESDP1	ENSG00000231650
DLG3-AS1	ENSG00000231651
AL590428.1	ENSG00000231652
AC010731.2	ENSG00000231653
RPS6KA2-AS1	ENSG00000231654
EMP2P1	ENSG00000231655
RPS8P6	ENSG00000231660
AL357052.1	ENSG00000231662
COA6-AS1	ENSG00000231663
OGFOD1P1	ENSG00000231665
LINC01704	ENSG00000231666
OR7E111P	ENSG00000231667
PPP2R2DP1	ENSG00000231668
LINC01307	ENSG00000231671
DIRC3	ENSG00000231672
LINC00410	ENSG00000231674
AC005042.2	ENSG00000231675
AL358779.1	ENSG00000231678
LINC02723	ENSG00000231680
AC020743.2	ENSG00000231681
LINC01891	ENSG00000231682
AL033397.1	ENSG00000231683
EIF1P3	ENSG00000231684
ANKRD11P2	ENSG00000231686
RPL21P43	ENSG00000231688
LINC01090	ENSG00000231689
LINC00574	ENSG00000231690
AL592114.3	ENSG00000231691
AC244098.3	ENSG00000231694
NANOGP5	ENSG00000231697
AP002856.2	ENSG00000231698
AC020550.1	ENSG00000231699
AL356276.2	ENSG00000231700
BMS1P13	ENSG00000231701
AL645608.3	ENSG00000231702
AL354993.1	ENSG00000231703
AC004895.1	ENSG00000231704
AL451069.2	ENSG00000231705
CYCSP43	ENSG00000231706
PABPC1P1	ENSG00000231707
LINC00899	ENSG00000231711
H3P5	ENSG00000231712
AF064860.2	ENSG00000231713
AL513348.1	ENSG00000231714
COX6CP2	ENSG00000231715
CDY23P	ENSG00000231716
LINC02789	ENSG00000231718
AL353747.3	ENSG00000231720
LINC-PINT	ENSG00000231721
CHMP4AP1	ENSG00000231722
CAPZBP1	ENSG00000231723
AC112907.1	ENSG00000231724
VN1R110P	ENSG00000231725
HMGN2P38	ENSG00000231726
TMSB15B-AS1	ENSG00000231728
ARHGEF9-IT1	ENSG00000231729
AC010976.1	ENSG00000231731
RPS2P18	ENSG00000231735
TSPAN19	ENSG00000231738
GAPDHP59	ENSG00000231739
AL136985.1	ENSG00000231740
AL353743.3	ENSG00000231741
LINC01273	ENSG00000231742
AC026396.1	ENSG00000231743
AL669818.1	ENSG00000231744
AC079922.1	ENSG00000231747
AL596223.2	ENSG00000231748
ABCA9-AS1	ENSG00000231749
NANOGP10	ENSG00000231750
EMBP1	ENSG00000231752
AL512380.1	ENSG00000231754
CHODL-AS1	ENSG00000231755
AL449983.1	ENSG00000231756
ARHGAP15-AS1	ENSG00000231758
AL355312.2	ENSG00000231760
AL590426.1	ENSG00000231762
PQLC1P1	ENSG00000231763
DLX6-AS1	ENSG00000231764
PPP1R11P2	ENSG00000231765
MTCO2P5	ENSG00000231766
RPS27AP5	ENSG00000231767
LINC01354	ENSG00000231768
AL035701.1	ENSG00000231769
TMEM44-AS1	ENSG00000231770
Z93403.1	ENSG00000231772
LINC01611	ENSG00000231776
MTND4P21	ENSG00000231777
AC090960.1	ENSG00000231780
AC079896.1	ENSG00000231781
LINC00575	ENSG00000231782
DBIL5P	ENSG00000231784
H2BP9	ENSG00000231787
RPL31P50	ENSG00000231788
PIK3CD-AS2	ENSG00000231789
AL445228.1	ENSG00000231791
DOC2GP	ENSG00000231793
AC009542.1	ENSG00000231794
ITCH-IT1	ENSG00000231795
PA2G4P6	ENSG00000231799
ANP32BP2	ENSG00000231801
DNAJB6P3	ENSG00000231802
AL353748.1	ENSG00000231804
PCAT7	ENSG00000231806
LINC01388	ENSG00000231808
NANOGP9	ENSG00000231809
RPL36AP35	ENSG00000231810
AL159166.1	ENSG00000231811
SNRPCP9	ENSG00000231812
LINC00210	ENSG00000231814
AC007179.1	ENSG00000231815
LINC01198	ENSG00000231817
NPM1P48	ENSG00000231821
SMC3P1	ENSG00000231822
AKAIN1	ENSG00000231824
LINC01819	ENSG00000231826
AL513523.2	ENSG00000231827
AL157834.1	ENSG00000231829
AC245140.1	ENSG00000231830
MTHFD1P1	ENSG00000231831
RPS7P2	ENSG00000231837
DPY19L4P2	ENSG00000231839
TMEM139-AS1	ENSG00000231840
FAM192BP	ENSG00000231841
HMGB3P14	ENSG00000231845
AC092832.2	ENSG00000231846
KRTCAP2P1	ENSG00000231848
UBE2V2P4	ENSG00000231849
MRPS9-AS1	ENSG00000231851
CYP21A2	ENSG00000231852
AL161935.2	ENSG00000231855
AL162377.1	ENSG00000231856
MORF4L1P5	ENSG00000231857
AC067945.2	ENSG00000231858
AC079781.1	ENSG00000231859
OR5K2	ENSG00000231861
AL139393.1	ENSG00000231863
AL807752.3	ENSG00000231864
AC099677.2	ENSG00000231866
AP001625.1	ENSG00000231867
AL031848.1	ENSG00000231868
KRT17P3	ENSG00000231870
IPO9-AS1	ENSG00000231871
AC099560.1	ENSG00000231873
TSPY18P	ENSG00000231874
AL359885.1	ENSG00000231875
AC009158.1	ENSG00000231876
AL359551.1	ENSG00000231877
SNRPFP1	ENSG00000231878
TXNL1P1	ENSG00000231879
KF459542.1	ENSG00000231880
AL109615.2	ENSG00000231881
F10-AS1	ENSG00000231882
AL138733.2	ENSG00000231883
NDUFB1P1	ENSG00000231884
PRH1	ENSG00000231887
MTND5P15	ENSG00000231888
TRAF3IP2-AS1	ENSG00000231889
DARS1-AS1	ENSG00000231890
AC073316.2	ENSG00000231892
WDR95P	ENSG00000231894
AC019185.1	ENSG00000231896
MARK2P14	ENSG00000231897
MYO3B-AS1	ENSG00000231898
GOT2P1	ENSG00000231900
AL354754.1	ENSG00000231901
AL135923.2	ENSG00000231902
AC079354.1	ENSG00000231903
SETP10	ENSG00000231905
AC016397.1	ENSG00000231906
GAPDHP37	ENSG00000231907
IDH1-AS1	ENSG00000231908
MAP1LC3BP1	ENSG00000231909
GAMTP2	ENSG00000231910
TPRKBP1	ENSG00000231911
FO393415.2	ENSG00000231912
RARRES2P3	ENSG00000231913
LINC00387	ENSG00000231914
SALL4P5	ENSG00000231915
AC006033.1	ENSG00000231916
AC007402.1	ENSG00000231918
NEBL-AS1	ENSG00000231920
AL138479.1	ENSG00000231922
AC024082.1	ENSG00000231923
PSG1	ENSG00000231924
TAPBP	ENSG00000231925
SEPHS1P7	ENSG00000231926
AC093734.1	ENSG00000231927
HMGB3P31	ENSG00000231929
AF228730.1	ENSG00000231930
AC024082.2	ENSG00000231931
MYO18B-AS1	ENSG00000231933
FAM242A	ENSG00000231934
AC116666.1	ENSG00000231937
RPS7P3	ENSG00000231940
HNRNPA1P36	ENSG00000231942
PGM5P4-AS1	ENSG00000231943
PHKA1-AS1	ENSG00000231944
MTND2P24	ENSG00000231947
HS1BP3-IT1	ENSG00000231948
AL161638.1	ENSG00000231949
AC004837.3	ENSG00000231951
DPY19L1P2	ENSG00000231952
AL031432.1	ENSG00000231953
MTND2P22	ENSG00000231954
AC007383.2	ENSG00000231955
HNRNPA1P9	ENSG00000231956
GNAI2P2	ENSG00000231957
AL035461.1	ENSG00000231961
AL662864.1	ENSG00000231963
AL731567.1	ENSG00000231964
AF131215.1	ENSG00000231965
LINC02818	ENSG00000231966
AL135786.1	ENSG00000231967
MMADHC-DT	ENSG00000231969
AL355490.2	ENSG00000231970
CT69	ENSG00000231971
FAM238B	ENSG00000231976
AL096828.1	ENSG00000231977
AL590103.1	ENSG00000231978
AL356361.2	ENSG00000231979
AC011899.1	ENSG00000231980
RPL7L1P12	ENSG00000231981
AC112907.2	ENSG00000231982
LINC00415	ENSG00000231983
AL596266.1	ENSG00000231984
AL354949.1	ENSG00000231985
AP000474.1	ENSG00000231986
LINC01787	ENSG00000231987
OFD1P3Y	ENSG00000231988
PPP1R2B	ENSG00000231989
AL442224.1	ENSG00000231990
ANXA2P2	ENSG00000231991
AC092802.3	ENSG00000231992
EP300-AS1	ENSG00000231993
AL590399.4	ENSG00000231995
AC096949.1	ENSG00000231996
LRRC8C-DT	ENSG00000231999
CLCN3P1	ENSG00000232000
AC108868.2	ENSG00000232001
LINC01880	ENSG00000232002
ZNF736P12Y	ENSG00000232003
CAP1P2	ENSG00000232004
AC005537.1	ENSG00000232006
AL591503.2	ENSG00000232009
DNMT3L-AS1	ENSG00000232010
HSPE1P25	ENSG00000232015
AC074183.1	ENSG00000232019
LEF1-AS1	ENSG00000232021
FAAHP1	ENSG00000232022
LINC01807	ENSG00000232023
LSM12P1	ENSG00000232024
AL671986.1	ENSG00000232027
AC007391.1	ENSG00000232028
ELOCP15	ENSG00000232029
MAGEB6B	ENSG00000232030
AL078599.2	ENSG00000232031
AC079781.2	ENSG00000232032
AC092168.2	ENSG00000232034
AL135790.1	ENSG00000232035
AL078645.2	ENSG00000232036
AL590556.1	ENSG00000232037
DEFT1P2	ENSG00000232039
ZBED9	ENSG00000232040
PSMD10P3	ENSG00000232041
AL512286.1	ENSG00000232042
AL133230.1	ENSG00000232043
SILC1	ENSG00000232044
LINC01798	ENSG00000232046
HNRNPCP9	ENSG00000232048
Z98949.1	ENSG00000232050
AC078845.1	ENSG00000232053
NPM1P34	ENSG00000232054
AC092687.1	ENSG00000232056
AC093390.1	ENSG00000232057
AC005772.1	ENSG00000232058
AL451007.1	ENSG00000232059
SLC4A1APP1	ENSG00000232060
AL691447.2	ENSG00000232063
USP9YP33	ENSG00000232064
LINC01063	ENSG00000232065
AF003529.1	ENSG00000232068
RPS29P28	ENSG00000232069
TMEM253	ENSG00000232070
AC004870.4	ENSG00000232072
Z82198.2	ENSG00000232073
MRPL35P2	ENSG00000232075
LINC01031	ENSG00000232077
LINC01697	ENSG00000232079
AL662789.1	ENSG00000232080
LARGE-IT1	ENSG00000232081
RPS6KA2-IT1	ENSG00000232082
RPL31P7	ENSG00000232083
LINC01104	ENSG00000232084
AL606534.2	ENSG00000232085
AL159990.2	ENSG00000232086
HCFC2P1	ENSG00000232087
AC011233.1	ENSG00000232089
POLR2DP1	ENSG00000232090
PNLIPP1	ENSG00000232091
DCST1-AS1	ENSG00000232093
YPEL5P1	ENSG00000232096
AC079781.3	ENSG00000232097
AC012313.1	ENSG00000232098
LINC01653	ENSG00000232100
AC108059.1	ENSG00000232101
MTCO3P2	ENSG00000232102
RFX3-AS1	ENSG00000232104
RPL32P28	ENSG00000232105
VN1R54P	ENSG00000232109
AL353751.1	ENSG00000232110
AC073488.1	ENSG00000232111
TMA7	ENSG00000232112
TEX50	ENSG00000232113
NPLP1	ENSG00000232114
AC026884.1	ENSG00000232115
LINC00384	ENSG00000232117
BACH1-AS1	ENSG00000232118
MCTS1	ENSG00000232119
AL357375.1	ENSG00000232120
AL450469.2	ENSG00000232121
AP001057.1	ENSG00000232124
DYTN	ENSG00000232125
MTCO3P45	ENSG00000232128
AC092966.1	ENSG00000232130
NCOA7-AS1	ENSG00000232131
NDFIP2-AS1	ENSG00000232132
IMPDH1P10	ENSG00000232133
RPS15AP12	ENSG00000232134
AL031663.1	ENSG00000232135
DUXAP7	ENSG00000232136
IFNWP5	ENSG00000232138
LINC00867	ENSG00000232139
AC073257.1	ENSG00000232140
RPS25P9	ENSG00000232142
PSAT1P2	ENSG00000232144
AC099548.1	ENSG00000232145
FMO11P	ENSG00000232148
FERP1	ENSG00000232149
ST13P4	ENSG00000232150
AC012593.2	ENSG00000232153
MTCYBP15	ENSG00000232154
AC244090.1	ENSG00000232155
C11orf98P1	ENSG00000232158
RAB9BP1	ENSG00000232159
RAP2C-AS1	ENSG00000232160
AC023141.8	ENSG00000232161
USP12-AS1	ENSG00000232162
RPLP1P13	ENSG00000232163
LINC01873	ENSG00000232164
AC006455.6	ENSG00000232165
AL122008.2	ENSG00000232166
AC137675.1	ENSG00000232167
P2RY10BP	ENSG00000232168
LINC00708	ENSG00000232170
AL359092.2	ENSG00000232172
OR2H5P	ENSG00000232173
AC113340.1	ENSG00000232174
AL122003.1	ENSG00000232175
AL161909.1	ENSG00000232176
MTND4P24	ENSG00000232177
MTATP6P29	ENSG00000232179
AL031386.1	ENSG00000232183
AL662889.1	ENSG00000232184
CNOT7P2	ENSG00000232185
TERF1P7	ENSG00000232186
FTH1P7	ENSG00000232187
AL354714.3	ENSG00000232188
LINC02181	ENSG00000232190
KIF26B-AS1	ENSG00000232192
AL157359.2	ENSG00000232193
Z99943.1	ENSG00000232194
TOMM22P2	ENSG00000232195
MTRNR2L4	ENSG00000232196
AL596442.1	ENSG00000232197
MTCO2P34	ENSG00000232198
RPL3P8	ENSG00000232199
AL158090.1	ENSG00000232200
CHORDC1P1	ENSG00000232202
SLC25A6P2	ENSG00000232203
TET1P1	ENSG00000232204
CDY18P	ENSG00000232205
AL139415.1	ENSG00000232208
AL353613.1	ENSG00000232211
LINC01701	ENSG00000232212
OR2L6P	ENSG00000232215
IGHV3-43	ENSG00000232216
FTLP8	ENSG00000232217
AL021937.2	ENSG00000232218
AC008440.1	ENSG00000232220
CNN2P10	ENSG00000232223
LINC01047	ENSG00000232225
ARSFP1	ENSG00000232226
AC013401.1	ENSG00000232227
RPL36AP16	ENSG00000232228
LINC00865	ENSG00000232229
TPM4P1	ENSG00000232230
LINC02043	ENSG00000232233
AL355499.1	ENSG00000232234
CDY3P	ENSG00000232235
ASCL5	ENSG00000232237
RPS29P8	ENSG00000232238
RBPJP5	ENSG00000232239
AL356387.2	ENSG00000232240
DYNLT3P1	ENSG00000232241
ZYG11AP1	ENSG00000232242
AL035415.1	ENSG00000232245
AC152007.1	ENSG00000232249
AL354994.1	ENSG00000232252
CSF2RBP1	ENSG00000232254
TMEM114	ENSG00000232258
AL158166.2	ENSG00000232259
BTF3L4P1	ENSG00000232260
Z98751.1	ENSG00000232261
KRTAP25-1	ENSG00000232263
USP17L24	ENSG00000232264
LINC02805	ENSG00000232265
ACTR3P2	ENSG00000232267
OR52I1	ENSG00000232268
AL096799.1	ENSG00000232271
FTH1P1	ENSG00000232273
SLC30A6P1	ENSG00000232277
IFNWP15	ENSG00000232281
MTND1P32	ENSG00000232282
HSD17B3-AS1	ENSG00000232283
GNG12-AS1	ENSG00000232284
ELOBP3	ENSG00000232285
AL121902.1	ENSG00000232286
SLC6A1-AS1	ENSG00000232287
AL133260.1	ENSG00000232290
ALDH7A1P2	ENSG00000232292
PAICSP7	ENSG00000232293
AL031674.1	ENSG00000232294
AL589935.1	ENSG00000232295
AL691482.1	ENSG00000232296
GRHL3-AS1	ENSG00000232298
AL357514.1	ENSG00000232299
FAM215B	ENSG00000232300
LNCPRESS1	ENSG00000232301
DFFBP1	ENSG00000232303
CLCP1	ENSG00000232305
AC012485.2	ENSG00000232306
DAOA-AS1	ENSG00000232307
AL390856.1	ENSG00000232309
AL078590.2	ENSG00000232310
PSMC1P13	ENSG00000232314
LINC02518	ENSG00000232316
MXRA7P1	ENSG00000232320
AC093627.1	ENSG00000232325
AC105917.1	ENSG00000232327
AC084030.1	ENSG00000232328
ARL5AP5	ENSG00000232332
RPS27AP2	ENSG00000232333
AL683842.1	ENSG00000232334
AL354864.1	ENSG00000232335
AC009313.1	ENSG00000232337
RPL4P2	ENSG00000232341
AC022540.1	ENSG00000232342
AC087163.1	ENSG00000232344
Z74021.1	ENSG00000232346
AL390728.4	ENSG00000232347
YBX1P7	ENSG00000232349
AC244250.2	ENSG00000232350
SEMA3B-AS1	ENSG00000232352
AC026320.1	ENSG00000232353
VIPR1-AS1	ENSG00000232354
AL603650.1	ENSG00000232355
AL050404.1	ENSG00000232358
AC104777.1	ENSG00000232359
AP000281.2	ENSG00000232360
AC069304.1	ENSG00000232361
ATP5MGP2	ENSG00000232362
AL021391.1	ENSG00000232363
VDAC1P9	ENSG00000232366
FTLP2	ENSG00000232368
PPIAP35	ENSG00000232369
BAG1P1	ENSG00000232370
MTCYBP3	ENSG00000232373
GPR79	ENSG00000232374
AC092042.2	ENSG00000232375
AC016910.1	ENSG00000232377
RPL29P28	ENSG00000232378
RPL22P23	ENSG00000232379
ZDHHC20P4	ENSG00000232380
OR52U1P	ENSG00000232381
OR5K1	ENSG00000232382
AC010677.1	ENSG00000232383
RPS3AP25	ENSG00000232385
AC015712.1	ENSG00000232386
SKA2P1	ENSG00000232387
SMIM26	ENSG00000232388
AL583856.1	ENSG00000232389
NDUFA5P1	ENSG00000232390
RANP2	ENSG00000232391
GOT2P7	ENSG00000232392
RPL5P6	ENSG00000232393
AC090696.1	ENSG00000232394
AL138830.2	ENSG00000232395
AC004882.1	ENSG00000232396
TMPRSS11CP	ENSG00000232398
USP17L13	ENSG00000232399
RAD17P1	ENSG00000232400
LINC00112	ENSG00000232401
RPL27P5	ENSG00000232403
AL121895.1	ENSG00000232406
PPIAP70	ENSG00000232407
AC140481.2	ENSG00000232408
AC019185.2	ENSG00000232409
AC009495.2	ENSG00000232411
AL121601.1	ENSG00000232412
AL589923.1	ENSG00000232413
ELN-AS1	ENSG00000232415
BPESC1	ENSG00000232416
AC074348.1	ENSG00000232418
TTTY19	ENSG00000232419
IL9RP2	ENSG00000232420
KNOP1P4	ENSG00000232422
PRAMEF6	ENSG00000232423
USP9YP29	ENSG00000232424
RPL21P131	ENSG00000232429
RPL31P15	ENSG00000232430
AC055876.1	ENSG00000232431
GXYLT1P3	ENSG00000232433
AJM1	ENSG00000232434
AL360013.2	ENSG00000232436
RPS26P42	ENSG00000232437
RPL18AP7	ENSG00000232439
MHENCR	ENSG00000232442
AC010745.4	ENSG00000232444
EMSLR	ENSG00000232445
AC129850.1	ENSG00000232446
MTND5P3	ENSG00000232447
AL354824.2	ENSG00000232448
AL133517.1	ENSG00000232450
AC018467.1	ENSG00000232451
LINC02777	ENSG00000232453
AL138752.1	ENSG00000232454
LARS2-AS1	ENSG00000232455
AL355994.2	ENSG00000232456
SLC16A6P1	ENSG00000232457
LINC01450	ENSG00000232458
OR4F14P	ENSG00000232459
BMPR1AP2	ENSG00000232460
AL359265.2	ENSG00000232463
Z98949.2	ENSG00000232464
AL049765.1	ENSG00000232465
H3P31	ENSG00000232466
TMA16P2	ENSG00000232467
AL136368.1	ENSG00000232470
AC119751.1	ENSG00000232471
EEF1B2P3	ENSG00000232472
NCKAP5-IT1	ENSG00000232474
HSFY5P	ENSG00000232475
KRT8P52	ENSG00000232479
TGFB2-AS1	ENSG00000232480
AL357134.1	ENSG00000232482
RPL37A-DT	ENSG00000232485
DEPDC1P2	ENSG00000232486
RASA3-IT1	ENSG00000232487
MFAP1P1	ENSG00000232489
OSBPL10-AS1	ENSG00000232490
SAPCD2P3	ENSG00000232491
NPM1P13	ENSG00000232492
RPL12P11	ENSG00000232493
AL161912.1	ENSG00000232494
RPL3P12	ENSG00000232496
ADIPOR1P1	ENSG00000232497
AL391058.1	ENSG00000232499
AP005273.1	ENSG00000232500
AC073464.1	ENSG00000232502
CYCSP8	ENSG00000232503
