external_gene_name	width
AC006026.3	592
AC099560.2	255
OR1AA1P	939
H2BS1	460
AC123595.1	1046
BACH1-IT3	4340
AL390961.1	1789
PSIP1P1	996
LINC00229	18481
CLYBL-AS1	1245
SGO1P2	5971
AL583859.1	1308
LINC01878	23934
SLC25A18P1	750
AL451069.3	7752
SAPCD2P4	1171
OSTCP5	453
AC099794.1	5631
RPS12P2	269
ST13P18	1027
LINC01505	747566
RPL9P2	553
MRPS10P2	381
ZNF232-AS1	3537
AL604028.2	788
BCAS2P2	994
CYCSP53	265
RPS4XP11	772
JAZF1-AS1	63596
AC026462.1	739
AC073349.2	1603
AP000705.2	1386
ELF2P1	1048
GLUD1P9	1173
AC007405.1	47683
AC009264.1	496549
AP000346.2	2271
RPS26P47	348
FTH1P27	551
AC009945.1	298
AC003080.1	767
ELK1P1	580
AL135790.2	267
AL391863.2	1431
LINC01914	2125
PPIAP27	265
PFN1P3	402
TATDN1P1	891
RPSAP31	3526
SNX18P7	635
UBTFL2	1191
OBI1-AS1	697640
AC098828.1	42974
HMGB1P48	1213
LINC01426	39130
MED15P7	9151
AL513174.1	11704
CTBP2P8	1330
LINC01049	41794
RCC2P1	1476
OR7E162P	1029
AC073188.5	1163
TXNP3	301
AC007278.1	1763
USP27X-AS1	2518
AL606490.6	2287
AL592546.2	8652
AL353608.3	24099
AL590822.1	8216
PPIAP34	492
AC134915.1	2800
RBMY2XP	6923
ELK2BP	3085
SPRYD7P1	7108
Z69733.1	2795
AC004129.2	3102
CCDC188	2639
MPV17L2P1	520
RBMY1A1	37955
RPL5P7	813
AC015983.2	2091
CICP13	2789
ZNF37BP	39313
SLC25A5P4	1171
UBE2WP1	340
LINC01250	230979
AL353743.4	33270
AL138930.1	34386
AL139042.1	243230
AL022724.2	647
AC023051.1	26111
ANKRD11P1	6848
AC007283.1	582
AC092171.3	2651
LINC01432	20565
AC245884.2	4269
KBTBD13	3124
KRT18P2	1258
AC105272.1	198
BX276092.5	2312
ZNF736	49176
FGF14-AS1	6128
AC068489.1	4271
AL606490.7	191
AC005534.1	433
BX005266.3	1075
SLC16A12-AS1	12077
AC067960.1	7290
MAGI2-AS3	18332
AC006960.1	274
OR7E130P	964
AC002064.2	4183
AL772337.3	2196
COX6CP12	202
AL356010.2	10980
PINLYP	8164
HDGFL3P1	894
SLC25A1P2	912
CLDN34	995
AC147651.1	12012
ZNF101P2	1229
MIR3663HG	10404
LINC02765	18105
AC004231.1	54497
ACBD3-AS1	7069
AP1B1P1	11493
MTCO2P18	658
AC117945.1	2629
AL032821.1	1277
OR7E46P	1019
RPL27P6	406
ALDH7A1P4	178
HNRNPA1P51	947
RPL34-DT	82271
RHOXF1P1	46426
SP2-AS1	44081
MRPS21P1	223
ERICH3-AS1	48669
RPL13AP20	609
AC008267.3	33511
FYTTD1P1	1260
AP000550.2	1984
AL353801.2	20607
LINC01506	3049
AP000253.1	5908
C5orf58	20129
TLR12P	2706
AC073072.1	348
PPP1R2P1	678
PTGES3P1	483
AL109924.2	1607
HRAT17	40989
AC005041.2	5807
AC073587.1	5394
NDUFB1P2	176
RPL12P43	499
PCDH9-AS1	19691
GAPDHP19	1005
CSNK1G2P1	996
AL161719.1	556
AL354751.1	6232
ZNF114P1	292
AL080313.1	9964
CHEK2P5	6035
AL357127.1	9541
PTGES3P5	434
FAM133B	29602
LNCTAM34A	14281
LINC02020	11426
LINC01309	2486
AC022431.1	1244
LINC00701	9993
PPIAP90	397
API5P1	1510
RPL22P7	370
OR10G8	3837
TPMTP2	726
HSPA8P20	1308
COX6B1P1	213
RPL7AP71	739
AL024497.2	3749
BIN2P1	1530
RAD1P1	813
ZFRP1	6032
H2BP2	7346
LINC01800	17497
AL121890.1	205
CTSLP8	3161
MTND1P26	615
SYNE1-AS1	1019
AL355483.3	667
AC009305.1	4488
AL356157.1	10897
TSPY19P	1118
AC019186.1	10298
CCT6P3	36360
AL161449.1	1199
MRPL50P1	384
FABP5P14	393
AC125807.1	614
GNG5P5	220
TJAP1P1	1648
KAZN-AS1	42621
AC008134.1	193
AC013733.2	2595
AC010096.1	10742
CHRM3-AS1	1857
MCIDAS	7702
AL021068.1	100
AL355994.4	563
MAPKAPK5-AS1	3139
OR2AT2P	905
H2AZP5	382
AL031584.2	3774
C2CD4D-AS1	8509
JRK	24509
SNRK-AS1	5230
RPSAP9	888
RPL7P11	658
PUDPP1	107413
AL683807.2	1430
AC016894.1	311
LINC00380	2340
AL021937.3	15935
NUS1P3	862
WDR82P1	939
AC245060.2	1062
NECAP1P2	941
LINC02093	7588
MED14OS	3302
RPS19P6	433
AC053503.3	1114
AC009263.1	1882
AL390763.1	3933
OTX2P1	354
YWHAEP5	765
AL049651.2	7695
AL606970.3	19644
AL162151.2	158
PCCA-AS1	16718
AGPAT5P1	1019
LRRTM4-AS1	23827
OR7E155P	1014
AC013429.1	778
LINC00440	7038
CHL1-AS1	22426
LINC01934	323246
HMGN2P5	273
LERFS	41089
ACTL11P	3959
OR6C64P	825
MTCYBP5	1135
AL445123.1	3553
IFT74-AS1	516
AC068058.1	18024
ELF3-AS1	14768
VN2R3P	22626
VDAC2P4	711
AL138799.2	350
SDCBP2-AS1	53330
NUS1P2	873
AC091730.1	24680
AL049749.1	17555
EPCAM-DT	152670
AL355601.1	1714
RIPOR3-AS1	16805
AL139289.1	3975
TFPI2-DT	2689
GPR50-AS1	2645
AL161937.1	5381
AL139339.1	9850
MTCO1P8	1523
PRDX3P3	522
VDAC1P3	851
AF015262.1	2585
HMGA1P4	445
PRUNEP1	1417
SEC61G-DT	45504
UPF3AP3	769
AC060834.2	32192
TUBB8P11	1058
AL713923.1	691
AC022616.1	554
AC009965.1	19393
AC005064.1	68801
AC092447.6	1019
TMEM212-AS1	24389
AC007161.1	4051
NPIPB2	49271
ATP5F1AP8	1291
LINC02092	13992
LINC01287	58617
AC092421.1	511
HDAC1P1	1753
AC245060.3	1751
AP001117.1	48675
MTND4LP16	295
RPEP5	268
AL022237.1	358
FAM170B-AS1	29709
KRT18P15	1291
AL162386.2	4678
GAS5	10324
AC144530.1	555
EIF5AP4	465
USP9YP26	6603
HLA-B	87698
AL109913.1	514
FAM90A21P	3011
AC012618.2	849
AP002381.1	615
LINC02676	16608
FOXP4-AS1	53769
LINC02817	6217
LINC02621	14513
AC034228.2	23813
MGAT4FP	2026
AL359378.1	46919
E2F6P1	745
ELL2P3	1602
LINC01496	8916
LINC01052	12046
AL611929.1	10144
WASH4P	3688
GULOP	28800
SLC25A25-AS1	10113
LINC00412	530
AC012618.3	42753
AC105940.2	696
C11orf94	760
LINC02529	17704
BNC2-AS1	711
AC245047.3	2211
LINC01103	22052
TPT1P9	514
AL606517.2	241
EEF1GP5	1310
LINC00458	17084
HSPA8P3	1211
AL590369.1	807
NUTF2P4	381
AC108448.1	384
AL450023.2	868
AC114730.2	948
RFTN1P1	115599
AC113607.1	10199
RPS3AP6	795
PCMTD1P3	472
MORF4	971
FAM197Y2	9328
AC090505.1	1834
RPL26P29	438
LINC01135	115978
AL603840.1	741226
AL161932.1	146
BX664727.2	228
AL357520.1	453
SVIL2P	61778
H2AC5P	369
ECI2-DT	21314
AC007314.1	15665
AL353705.3	238
MRPS33P4	317
XRCC6P2	1822
AC003084.1	5188
IQCM	544331
IFNA17	980
FAM197Y9	9329
NXT1-AS1	4546
PHBP13	760
AC073464.2	712
PPIAP78	490
RPS26P30	335
LINC01239	178014
AC017007.2	1301
MTCO2P16	677
CDC42P2	569
AC008758.2	9771
MTND2P3	470
RPL23AP42	471
NDUFA5P3	671
LINC00676	1726
SLIT1-AS1	992
HNRNPUL2-BSCL2	37110
AC003958.2	22634
AL162394.1	5229
ATP5F1AP1	1321
AL035258.1	2730
AC096644.1	159
LINC02632	10419
ADH5P5	352
AL021392.1	6702
AL358176.5	385
AC092660.1	1496
HSPE1P1	318
LINC00163	4223
PIGFP2	651
EIF3EP1	1316
MIR155HG	13260
AL022329.1	3346
MTND5P26	3098
OFD1P15Y	32715
KPNB1P1	2764
HNRNPDLP2	5349
Z82196.1	1760
Z82214.1	6870
AL139327.2	754
OR52X1P	914
OR7E62P	477
CHEK2P3	6175
SOX9-AS1	203097
AL135937.1	12009
MTND6P13	523
AC007879.3	49350
AC133104.1	916
APOC2	3596
AL593851.1	157
IL6RP1	1273
TEX21P	46314
SNHG20	13187
AC016027.2	3039
AL360091.3	32219
AC098484.2	2925
AL157387.1	1163
LINC01827	3343
AC006450.2	901
TSEN15P3	367
ATP5PDP4	475
HMGN1P18	277
LINC01659	1508
AC018685.2	14642
MARK2P15	2848
AC009969.1	172
CDC42P1	548
MTND5P29	1807
AC010883.1	3822
AL139128.1	1258
AC012668.2	15080
MTND2P18	1030
AC023128.1	1773
AL117339.2	162
GRID1-AS1	29483
AC092839.1	1310
LINC02623	2540
GTF3C2-AS1	7065
SDHCP3	506
LINC01524	439787
AC104667.2	4962
RBMY2OP	7871
LINC02674	1095
AL138799.3	43823
LINC02539	62666
FABP5P13	328
AL133415.1	1509
LINC00700	8876
FABP5P7	405
SHISA8	5114
AL357558.2	1257
AARSD1P1	1557
LINC02658	1264
FTH1P2	412
AC074389.3	545
Z82185.1	3411
AC244034.1	792
AL441963.1	792
AC010132.2	1344
FMO10P	16312
AC074085.2	428
AL731661.1	1638
LINC01849	2331
CUBNP2	15336
RPS3AP28	781
ACTG1P25	13488
AC016745.1	830
AC244453.3	29149
SNRPCP19	460
EIF4A1P2	1220
AL513331.1	397
USP9YP30	1171
AL450468.1	2089
AL158151.3	1493
AL023775.1	1746
LINC01883	2280
AL512622.1	4738
AL353651.1	1095
JCADP1	4273
COX20P2	358
REREP2Y	9818
GEMIN2P1	1045
SEMA3F-AS1	40064
AL137077.1	528
AL390783.1	55068
AL591848.1	1775
AP001626.1	2974
AC097468.2	17275
DPP10-AS1	30409
AC068580.3	2139
HMGN1P30	268
MNX1-AS2	826
BMP7-AS1	995
DAAM2-AS1	18268
C19orf81	9866
AC005234.1	4683
AL035456.1	1369
AL445193.2	20136
MTND6P12	522
MTCO3P1	832
SMARCAL1-AS1	27409
TECRP1	445
PPIAP3	505
RPL7P8	730
AC016751.2	6897
LINC00940	7373
MLIP-AS1	101178
AL357497.1	2570
AL021154.1	1777
LINC01777	12663
AL157407.1	904
AC010983.1	22660
ZMYND10-AS1	4592
AC008175.1	46653
VDAC1P4	1137
UBE2V1P7	340
BCRP5	973
SLC25A5P2	897
RPL24P2	475
AC009303.2	59637
AL627082.1	235
AC062015.1	5328
AC073909.1	999
ARNILA	6710
GAPDHP52	942
AC073842.1	9476
AC231981.1	3923
ZRANB2-AS1	18330
MTND5P23	1770
AC245052.3	1178
SUMO1P3	304
AL929288.2	407
CHCHD2P6	447
AC091153.2	23002
FNDC1-IT1	2544
AL031667.2	2591
AL357632.1	643
RPL7L1P3	689
BX324167.1	15440
ID2-AS1	15228
AC006335.1	2161
AC099654.2	2362
AC118555.1	9707
LINC00330	10128
ANKRD65	3350
AL138731.1	32998
AL157400.3	32491
SETP9	832
ADI1P1	538
AL356968.2	1257
BRD3OS	9186
IFNA12P	571
ZSCAN31	31579
AC107421.1	404
Z97192.3	3060
HSPE1P27	607
AL161932.2	1806
CHCHD2P8	447
FAM237A	6600
AL138895.1	1780
BSN-AS1	1287
AL645504.1	14213
AL121974.1	3013
DSCAM-AS1	2276
KRT8P17	1448
AC128709.2	13263
AC068286.1	21018
AC013474.1	799
FABP7P2	379
TP73-AS2	2099
RPL35AP22	335
PSMA5P1	444
HSP90AB6P	1980
AL445931.1	4516
AC003984.1	51847
AC026391.1	71879
COX6CP17	185
LINC02532	70090
AL445235.1	2097
RPSAP16	821
AC114498.1	7140
AC128677.1	442
HMGB3P23	585
AC096659.1	1321
RCBTB2P1	1462
AC131097.3	657
AL353052.1	25553
FP325330.1	3840
TMEM30CP	26080
AC087430.1	4800
AL121672.2	2536
LINC02248	51703
C12orf75	160808
AC096644.2	338
CDK5P1	877
LINC01440	73880
AL078581.3	2798
SMIM1	3222
MTND1P31	961
LINC01366	2451
HGH1	3078
RPL39P3	156
RPL26P37	438
LINC00601	8011
AC245036.2	287
AC104333.1	147
SRP14P3	327
AL031727.2	5031
AC103563.8	2483
AL034405.1	88465
AL008629.1	184
NUCB1-AS1	7962
AC009495.3	15160
PPP1R3E	7206
Z68868.1	544
ZNF33CP	2030
AC005871.1	10374
CYP2C58P	7278
LINC01702	10266
LINC02578	4750
LINC01525	25817
TBC1D3P3	7483
AL162724.2	1907
TATDN2P3	3665
TUBBP6	1332
AL135938.1	297
AL022318.1	3482
TMSB10P2	131
OR6E1P	923
FAM83C-AS1	506
AL592431.1	22118
TSPY26P	4051
DNAJC17P1	947
AC236972.2	2491
LINC00383	99867
AL591212.2	257
RPL31P17	378
AL445528.1	420
VN1R38P	887
MRPS18BP2	759
IGKV1OR2-1	478
AC137630.2	4068
Z82188.2	16094
SUMO2P1	284
ACTRT1P1	1123
AC026185.1	174
BX284668.3	508
AC010982.1	1020
AC093716.1	377
DANT2	51819
AL360181.2	791
AL020993.1	929
OR13C1P	3693
AC093155.2	937
AC010240.2	2119
TMEM185AP1	2472
FKBP4P7	1363
ITGA9-AS1	116349
NDUFB4P6	366
KDM5C-IT1	2272
AL928921.1	2380
RPL5P28	693
RPL22P17	315
AC074117.2	707
KDM4E	2339
LINC02331	81941
Z97353.2	17320
RAMACL	1991
Z75741.2	2125
KRT18P16	1294
AF127577.3	28563
ZNF652P1	1612
AC069079.1	4144
MCF2L-AS1	1341
AL713851.1	65457
DYNLL1P3	266
SNORD62A	86
SMIM2-IT1	11753
AP000925.1	1449
AC099329.1	67342
BRD7P6	2906
HLA-W	1975
AL109838.1	402
AC114814.2	1010
RPL7AP25	805
LINC01634	8584
AC145207.1	5733
FAUP1	414
AL354733.3	3545
MRPL53P1	319
THRA1/BTR	14428
HLA-Z	75
AL023495.1	48486
LINC01281	22407
GAPDHP34	823
AL445991.1	475
GXYLT1P6	1187
KRTAP19-10P	187
HM13-IT1	911
LINC00957	3136
RPL23AP69	458
DUSP8P5	1815
MTND4LP13	298
AC012360.1	6320
AC007556.1	468
COTL1P2	352
SRSF3P5	486
AC006946.1	328
AL031183.1	207
RPL12P25	674
RPSAP76	1173
PVRIG2P	1333
BTG3P1	763
B3GALT1-AS1	126371
AC093083.1	84946
DUSP5P2	1981
GEMIN2P2	1027
LINC01665	1777
Z84478.1	1219
AC016769.3	630
AL606490.8	8419
AC114730.3	1079
SGCEP1	1223
RPS29P16	171
AL592466.1	43762
LINC01621	3643
AC093151.2	42489
AC016292.1	3194
SNRPGP10	225
LINC01055	21001
SAPCD2P2	1174
RPL36AP15	266
DNM1P51	13386
AL122018.1	2310
SSR4P1	3214
RPEL1	2130
AL158047.1	881
MRPS10P1	130
RPL7P31	724
AL596202.1	3586
MTND4P31	4100
LINC02154	37405
AC113174.1	105
SPAAR	27662
AL583805.2	958
AC051619.1	616
EPN2-AS1	9666
AL135902.1	4335
AC104837.1	1587
AC114808.1	9209
CYMP-AS1	2579
SNORA71B	272
AL157896.1	13322
DRG1P1	1155
TTTY4B	36824
KRT18P63	1303
RPSAP24	873
AC005808.1	26237
TIPINP1	757
AC010149.1	59413
RPL29P30	6092
AC114501.2	29116
KATNBL1P3	1240
SUMO2P10	288
RPS7P13	498
AL133481.1	26947
AC006159.1	9252
AC083875.1	405
ZSWIM5P1	2710
AC010991.1	20794
AL663074.2	1280
MTATP6P17	672
AL391883.1	5136
AC096666.1	37571
DPY19L2P4	6201
LINC01278	217845
ESRRAP2	34989
RPS2P15	820
PSMB3P2	618
AC016027.3	415
LINC02791	33643
TRAPPC13P1	1062
LURAP1L-AS1	115792
AC098934.1	190
AC079760.1	176071
PNPLA4P1	5526
SMIM27	17478
HAUS6P3	1107
IQCF5-AS1	2172
RPS26P31	348
AC003001.1	8993
TAB3P1	8284
AC078974.1	223
AC007652.1	14243
RPL10AP5	634
MRPL50P4	475
NEURL1-AS1	37791
EIF4A1P7	1220
LINC01664	10519
RAB9AP4	609
AC013270.1	4367
UBE2R2-AS1	32846
RPL21P135	791
GYG2-AS1	1021
AL021877.1	2194
ANAPC1P6	8524
JARID2-AS1	820
DBF4P1	1892
LINC01889	54874
LINC01221	60603
LINC01967	142495
AL590705.2	1814
AC007422.1	118474
AC012506.4	6071
AC073046.1	1212
SNX19P2	2971
CNN3-DT	35705
AC079799.1	7113
CASP4LP	17525
RPS2P7	885
BX842568.3	227
OFD1P18Y	26723
TAB3-AS2	387
L3MBTL2-AS1	8506
LLPHP2	396
AC011196.1	1734
LINC01815	6111
USP9YP27	1170
AC010978.1	10644
AL135924.2	448
MTCO1P23	1526
FTLP1	827
AL355990.1	1077
HIPK1-AS1	5493
AGAP1-IT1	1816
AC087294.1	15705
MSC-AS1	290227
LINC00402	28520
AL360089.1	4145
FECHP1	1214
TRDN-AS1	120821
AC009411.2	29733
AL137005.1	55938
MTND1P33	917
RPS11P1	473
AC103923.1	22213
AC087499.4	1342
NDUFB11P1	465
HEBP2P1	834
EIF1P2	651
ANKRD26P2	13473
RPL6P27	872
SRSF6P2	1034
SUMO1P4	302
GUSBP17	38883
NOP56P1	372
AC002310.1	2393
AL445183.2	4034
AP000477.2	6369
NFAM1	51986
LINC00533	781
SNX18P14	574
AL353615.1	1609
AC005005.2	380
AC073150.1	1084
Z99758.1	11815
LINC01871	4905
AC007731.2	1163
RPL38P5	197
AC005011.1	210
AL365258.2	472
AC007562.1	15486
AC008268.1	2632
AC011247.1	581
GAPDHP65	1006
GNAS-AS1	31985
AC004674.1	1931
RBMS3-AS1	7346
AL139824.2	1360
GAPDHP23	993
LINC01102	87566
RRM2P4	562
BARX1-DT	3544
POU5F1P3	1078
AL355472.1	438
AK4P6	528
NKX1-1	3400
AF127577.4	195588
AC013448.2	5458
AL353681.1	9504
NSRP1P1	1693
AJ239322.1	15143
ST13P2	1109
AC016027.4	277
FAM21EP	46622
RPL36AP33	310
AC020743.3	833
LINC00494	10680
OR7E110P	574
AL138957.1	1795
KRT18P66	1269
SNRPFP4	242
TNR-IT1	18044
AC090952.1	1239
RNF148	1255
AC016644.1	5846
NUS1P1	882
AC069023.1	2585
MTND6P14	522
AC002069.3	1159
ELOAP1	2095
PTP4A1P5	455
LINC01647	3825
RPL10P5	639
LINC02651	7554
MTND1P2	821
MTFR2P2	1167
MXRA5Y	30179
G3BP1P1	1398
FBXO30-DT	87177
AC007253.1	889
H3P6	411
RPL36P18	318
AL391987.4	1211
LINC00345	6413
MIR670HG	1090
SAPCD1-AS1	1279
LINC00298	355660
CHN2-AS1	9431
RPL21P40	483
AC090286.3	587
AL929472.4	691
LDHAP2	985
NPM1P26	738
OR5AN2P	896
AL161651.1	223
AC245884.3	218
AC018442.1	2061
AC092473.1	614
PPIAP20	135
LINC00993	98914
SNTG2-AS1	648
AC253536.4	1954
CUBNP3	21597
HIGD2AP2	309
PA2G4P2	1200
CXorf51B	626
CYCSP52	310
PCBP2P1	977
LINC00894	285953
AL133481.2	3386
DICER1-AS1	22289
AL158073.1	1104
TRIM67-AS1	3530
ANKRD34C	4951
AC004522.2	654
KRT18P46	1279
DPP10-AS2	1759
MFRP	7764
GABPAP	1356
AC013268.3	3109
AC009299.2	85605
AC007389.2	50612
AC010148.1	96102
AC007349.3	1782
AL500522.2	343
OR2AF1P	939
LINC02250	105224
HMGN1P36	298
RPL7AP72	768
AL031275.1	11126
TRIM60P19	1462
AC092647.4	535
PHACTR2-AS1	7707
LINC02784	848
AC012308.1	178
AL139231.1	8850
CTBP2P2	1633
SEPTIN14P12	560
AL390860.1	107314
KIAA0040	36014
AC098657.1	1135
ARHGAP42P3	2935
MSH2-OT1	8192
MTCO3P46	232
SNRPGP5	220
BRD7P5	1822
LINC00607	232160
AP001625.2	1561
AC023347.1	35483
AC063976.4	163
AC000089.1	801
DPYD-AS2	1146
AC130360.1	1117
AC079779.3	9257
USP17L27	1593
LINC02569	2952
AL031429.1	4115
HNRNPA1P29	879
AL109767.1	1788
ZNRF3-IT1	25900
RPL35AP8	240
PEF1-AS1	16114
MTND3P21	331
AC093157.2	788
AL160275.2	471
HCFC1-AS1	763
MTCO2P23	680
AL357078.1	719
SOCS5P3	1576
AF241728.1	29328
MYL6P2	434
AL731534.1	269
AL691482.2	84
ADAM21P1	2311
AL672032.1	6798
AL136099.1	6890
PRELID1P3	643
AL158214.1	404
VN1R17P	1090
AL158828.1	289
AL109935.1	2262
IFITM4P	420
OLMALINC	80531
LINC00837	6926
TUBB8P9	2111
RPL36AP26	318
TBCAP2	485
SRGAP3-AS4	749
BHLHE40-AS1	83153
CNN2P3	906
AC017099.1	1028
Z93022.1	58726
KIF3AP1	611
AC073333.1	24028
HSP90AB7P	2454
AC012363.2	7292
AL390961.2	1144
AC098649.1	1748
LDHAP7	965
RMDN2-AS1	117131
HS6ST2-AS1	2247
AC005540.1	1263
OR7E145P	973
CTBP2P1	245
AL359195.1	656
AC006978.1	1234
AC005237.1	219
AL590648.2	2488
B3GALT4	7701
HSPA8P6	1552
GSN-AS1	4763
GAPDHP31	1014
Z99127.1	334
AC062016.2	676
AC078777.1	11929
ARHGEF7-AS2	1867
FEM1AP4	1987
FAR1P1	934
AL158832.1	5037
AC114776.1	7021
LINC00941	47436
LINC01828	224994
AC006055.1	1022
LINC02799	1326
AF064858.1	74188
TSPEAR-AS1	9769
PKMP2	1677
BX284632.1	541
AC010154.1	3782
TM4SF19-AS1	7241
LINC01564	3015
AL442644.1	3105
AC108472.1	9533
CPB2-AS1	69865
RBMS3-AS3	26533
AC115285.1	736
RHOA-IT1	1862
APOA1-AS	19613
AC019055.1	5862
AL031729.1	192
MACROD2-AS1	45263
MRPS18CP7	423
MTCO2P11	985
ASH1L-AS1	1903
THRAP3P3	978
AL354766.1	542
ZNRF2P3	374
RPS29P15	171
NEXN-AS1	8192
TPT1P14	505
HSPE1P12	301
LINC01553	5484
AL359955.2	353
LINC01779	1958
AC007405.2	1745
RPL21P30	1131
AL138760.1	53627
MTND1P21	285
LCE6A	1116
TMEM212-IT1	805
ZNF815P	31206
AC002543.1	2923
H2BW3P	496
EGOT	2399
AC009965.2	1658
TTC28-AS1	89206
CICP20	2801
COX7CP1	192
UBOX5-AS1	43955
AC009237.6	424
PNMA6A	2537
RPL7AP53	793
MCCD1P1	863
FXYD6P2	288
AP000431.2	1375
COX5BP3	367
FBXL12P1	1073
CHEK2P4	6172
AL355497.2	1487
VN2R19P	13338
TPM2P1	718
H2BP8	392
AC018816.1	73000
AC004448.2	75188
AC023274.2	15486
GPC5-AS1	20226
AC245100.4	331
MORC2-AS1	10142
RPL23AP20	421
BX293995.1	19393
GRAMD4P2	1670
AC007559.1	355
HGC6.3	3853
UBE2V1P6	486
AL136090.1	626
LINC01936	5773
TAAR7P	242
AC007731.3	1801
AL139156.3	394
AL389915.1	773
MTCO1P46	1491
LINC01814	86458
AL592309.1	1595
HIGD1AP12	281
AL357146.1	117370
AC011290.2	823
ASMTL-AS1	12260
AC004898.1	912
AL591043.2	21683
AC106017.1	10221
PRRX2-AS1	5740
AL139135.1	209
AC009237.7	229
PATE3	3490
AL354766.2	584
AL591721.1	2798
OR5H14	9136
NSA2P1	792
LINC00445	1733
LINC02889	153431
CHIAP1	6462
COX6CP18	222
Z74696.1	498
FABP5P2	408
AL031283.2	1299
AC004920.1	2630
RPL13AP12	589
SSBL5P	1194
LINC01920	19690
MYCBP2-AS1	102951
LINC01643	170953
LINC01067	1639
SYN3-AS1	905
GAPDHP14	937
RPL17P36	549
HSPB1P1	256
GSTM5P1	660
AL109946.1	41384
AL020995.1	45395
NT5ELP	82104
AL136987.1	20913
SRSF2P1	743
AL627311.1	115
AL359475.1	763
LINC01072	530
SLC6A14P1	10494
LINC01447	7955
Z85994.2	1330
YAP1P2	610
ELFN1-AS1	3662
OR13E1P	926
ACTG1P4	1122
HMGN2P28	262
COX10-AS1	313018
LDHAP3	1008
LINC02243	3834
LINC00545	845
AL807757.2	4326
BNIP3P2	577
AC097059.1	6091
AC013403.1	667
RAC1P7	377
AC006967.2	806
ZBTB22	3537
PRELID3BP10	584
AC010729.1	3894
SCN1A-AS1	433373
AC093422.2	305
AC013402.3	2203
OR2AM1P	422
AL603882.1	681
AL450326.2	1962
AL136097.2	4803
AC064853.1	793
LINC01639	9351
AC245517.4	361
AP000688.3	7556
AC110995.1	72885
HAUS6P2	3101
CEACAMP11	5386
HMGN2P23	269
USP17L4	1593
CT47A3	3323
AP002856.3	2732
PTCSC2	153456
MED13P1	171
AL022331.1	1113
LINC01069	1275
ADORA2BP1	842
AL445231.1	34009
DUX4L26	1255
AC245014.1	1146
AC013727.2	3943
TMEM147-AS1	5292
AC079988.1	4254
AL353803.3	335
RPL23AP37	549
AL110503.1	1797
MRPS36P1	307
AC104076.1	664
AL450311.1	1348
ZPLD2P	20100
CHCHD4P3	410
RFC3P1	682
AL031659.1	539
AC005345.1	217
AC092687.2	3180
AL161618.1	2863
PRADC1P1	525
AL021408.1	14196
GAPDHP57	585
AL133466.1	150
IGHD1-1	17
RPL12P26	487
MIR7515HG	35147
AL049612.1	785
SSU72P6	488
LINC00353	5114
PRAMEF35P	1287
AL445669.1	421
AC009319.1	754
TCEA1P4	844
HNRNPDLP3	380
GJA6P	1042
PRKX-AS1	8706
RPL18AP15	517
Z82210.1	231
RPS15AP25	390
LINC01953	11907
AC099811.1	2167
RNMTL1P2	951
PPP1R9A-AS1	178602
AL359076.1	4124
KDM4A-AS1	8374
GRM7-AS1	40593
LINC01376	361617
AL023773.2	1005
AL356441.1	24869
C10orf71-AS1	2907
AC104135.1	5292
MTCO1P7	1542
AC009262.1	46818
AC006369.1	46563
PPP1R11P1	376
C1DP2	426
AC073127.1	1251
VEZF1P1	1753
AL356108.1	300298
AC017048.2	6805
MTCYBP24	1106
AC091132.2	11222
AP000542.1	6479
AC093106.1	352
GPC5-IT1	25489
AC119744.1	1715
MYO16-AS1	37582
RPL6P29	865
SLC35F3-AS1	3918
AC073135.1	1754
AC104389.4	235
AL512605.1	10875
SLC25A3P1	26872
MTND4P14	1354
AC009404.1	7722
DIAPH2-AS1	211304
EI24P2	1076
TIMM8BP1	211
PPIAP64	483
AC064862.4	334
SHANK2-AS2	1398
AC234582.1	2669
RPL26P30	12551
Z98884.1	17101
AP006216.2	800
LINC01361	12327
SCUBE1-AS2	988
AC004865.1	1697
NDP-AS1	19889
NIPA2P5	3337
PEBP1P3	895
CLEC2L	21301
NDUFB9P2	507
AC019197.1	367590
VN1R31P	730
NPM1P8	837
ZBED5	46723
GACAT3	72380
EEF1GP7	703
USH2A-AS1	10316
AC007557.3	3492
GUSBP5	1989
AC048351.1	14279
AC092634.4	12595
MTND4LP12	295
MRGPRG-AS1	4800
LINC02646	269706
AP001189.1	6811
SLC12A9-AS1	15303
LINC01241	32913
EEF1E1P1	828
AL138921.2	712
TLX1NB	41806
RPL34P34	354
VN1R53P	957
OR7E109P	855
AC104333.2	192
LINC02888	92390
AC105021.1	34614
SLFN14	9974
BMP6P1	679
SNX9-AS1	7673
RPL32P5	373
AL050331.2	542
AL831737.1	271
RPL5P9	886
AP001604.1	34624
TRHDE-AS1	21400
PPIAL4G	3856
AL161638.2	2079
CDYL-AS1	883
FMR1-IT1	643
POM121L13P	380
GRM8-AS1	14795
AL161740.1	32872
EI24P4	1078
SCAT8	15807
AL513123.1	12676
PSMC1P10	1327
SUCLG2P2	1296
AC005220.1	2349
LINC00437	11957
AL391415.1	1167
AC079584.1	20133
EI24P1	867
AL355472.2	8823
OR51B8P	769
RRAS2P1	502
GAGE12F	16941
AL358115.1	9889
EIF3MP1	237
AL359313.1	111435
CT47A1	3313
AL353052.2	5182
LINC02653	138285
POU5F1P5	658
AL353780.1	8880
AC084809.2	923
